	datasetoi	datasetor	score	method	goldstandardoi	goldstandardor	ofinterest	ofreference	runningtime	moduledef	organismoi	organismnetoi	organismnetor	weight
428	synth_ecoli_regulondb	synth_ecoli_regulondb	1.0238821298848872	dummy	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
430	synth_ecoli_regulondb	synth_ecoli_regulondb	1.1130260998761832	dummy	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
432	synth_ecoli_regulondb	synth_ecoli_regulondb	0.7226805493739693	dummy	ecoli_regulondb#minimal	ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	0.0015461444854736328	minimal	synth	ecoli	ecoli	0.027777777777777776
434	synth_ecoli_regulondb	synth_ecoli_regulondb	0.9200620147076812	dummy	ecoli_regulondb#strict	ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	0.0015461444854736328	strict	synth	ecoli	ecoli	0.027777777777777776
436	synth_ecoli_regulondb	synth_ecoli_regulondb	0.9845240696436378	dummy	ecoli_regulondb#tc1	ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
438	synth_ecoli_regulondb	synth_ecoli_regulondb	0.4490687793042352	dummy	ecoli_regulondb#tc2	ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
440	synth_ecoli_regulondb	synth_ecoli_regulondb	0.9142427868787076	dummy	ecoli_regulondb#tc3	ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	0.0015461444854736328	interconnected	synth	ecoli	ecoli	0.0030864197530864196
443	synth_yeast_macisaac	synth_yeast_macisaac	1.2333152279053734	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
445	synth_yeast_macisaac	synth_yeast_macisaac	0.9663243597943442	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	0.001825094223022461	interconnected	synth	yeast	yeast	0.0030864197530864196
447	synth_yeast_macisaac	synth_yeast_macisaac	1.250395474504591	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
449	synth_yeast_macisaac	synth_yeast_macisaac	0.96832007660136	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
451	synth_yeast_macisaac	synth_yeast_macisaac	0.9998476394608165	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	0.011863946914672852	interconnected	synth	yeast	yeast	0.0030864197530864196
453	synth_yeast_macisaac	synth_yeast_macisaac	0.9556023933548572	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
455	synth_yeast_macisaac	synth_yeast_macisaac	0.5348107596353279	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	0.001825094223022461	minimal	synth	yeast	yeast	0.027777777777777776
457	synth_yeast_macisaac	synth_yeast_macisaac	0.9051978526223846	dummy	yeast_macisaac#strict	yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	0.011863946914672852	strict	synth	yeast	yeast	0.027777777777777776
459	synth_yeast_macisaac	synth_yeast_macisaac	0.8670087330436439	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
461	synth_yeast_macisaac	synth_yeast_macisaac	0.4114783239266268	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	0.001825094223022461	interconnected	synth	yeast	yeast	0.0030864197530864196
463	synth_yeast_macisaac	synth_yeast_macisaac	0.8881449014076729	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	0.006097555160522461	interconnected	synth	yeast	yeast	0.0030864197530864196
469	yeast_dream5	yeast_dream5	1.2698135503208614	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
478	yeast_dream5	yeast_dream5	0.9504942616564171	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
487	yeast_dream5	yeast_dream5	1.2485144900343368	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
496	yeast_dream5	yeast_dream5	1.2658466476342307	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
505	yeast_dream5	yeast_dream5	1.2911554123285027	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
514	yeast_dream5	yeast_dream5	1.2495814584547558	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	0.0032913684844970703	interconnected	yeast	yeast	yeast	0.0015432098765432098
524	yeast_dream5	yeast_dream5	0.6528195126004297	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	0.01415896415710449	minimal	yeast	yeast	yeast	0.013888888888888888
533	yeast_dream5	yeast_dream5	1.0343216283212269	dummy	yeast_macisaac#strict	yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	0.002630949020385742	strict	yeast	yeast	yeast	0.013888888888888888
542	yeast_dream5	yeast_dream5	0.9924050967153286	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	0.002630949020385742	interconnected	yeast	yeast	yeast	0.0015432098765432098
551	yeast_dream5	yeast_dream5	0.4823475858741602	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
560	yeast_dream5	yeast_dream5	1.0172631179871354	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	0.002630949020385742	interconnected	yeast	yeast	yeast	0.0015432098765432098
570	yeast_dream5	yeast_dream5	1.0578991345127648	dummy	yeast_sisima#ap1	yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
579	yeast_dream5	yeast_dream5	0.0	dummy	yeast_sisima#ap2	yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
588	yeast_dream5	yeast_dream5	1.091336395118781	dummy	yeast_sisima#ap3	yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
597	yeast_dream5	yeast_dream5	1.1047336389450837	dummy	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
606	yeast_dream5	yeast_dream5	1.1153074525907356	dummy	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
615	yeast_dream5	yeast_dream5	1.2040919963300791	dummy	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
625	yeast_dream5	yeast_dream5	0.8608886139460731	dummy	yeast_sisima#minimal	yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	0.01415896415710449	minimal	yeast	yeast	yeast	0.013888888888888888
634	yeast_dream5	yeast_dream5	1.0168463152756912	dummy	yeast_sisima#strict	yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	0.01415896415710449	strict	yeast	yeast	yeast	0.013888888888888888
643	yeast_dream5	yeast_dream5	0.9844933287636154	dummy	yeast_sisima#tc1	yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
652	yeast_dream5	yeast_dream5	0.7035026801591169	dummy	yeast_sisima#tc2	yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
661	yeast_dream5	yeast_dream5	0.9779067733846444	dummy	yeast_sisima#tc3	yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	0.01415896415710449	interconnected	yeast	yeast	yeast	0.0015432098765432098
671	yeast_gpl2529	yeast_gpl2529	1.291163246576024	dummy	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
680	yeast_gpl2529	yeast_gpl2529	0.955533639453366	dummy	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
689	yeast_gpl2529	yeast_gpl2529	1.296314279675474	dummy	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
698	yeast_gpl2529	yeast_gpl2529	1.2885981074036668	dummy	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
707	yeast_gpl2529	yeast_gpl2529	1.2319017308884015	dummy	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	0.0025920867919921875	interconnected	yeast	yeast	yeast	0.0015432098765432098
716	yeast_gpl2529	yeast_gpl2529	1.2718808649788969	dummy	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
726	yeast_gpl2529	yeast_gpl2529	0.7161142117441212	dummy	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	0.0030515193939208984	minimal	yeast	yeast	yeast	0.013888888888888888
735	yeast_gpl2529	yeast_gpl2529	1.09903594855959	dummy	yeast_macisaac#strict	yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	0.0030515193939208984	strict	yeast	yeast	yeast	0.013888888888888888
744	yeast_gpl2529	yeast_gpl2529	1.1028266558536914	dummy	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
753	yeast_gpl2529	yeast_gpl2529	0.5537077607098786	dummy	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
762	yeast_gpl2529	yeast_gpl2529	1.1306951529130684	dummy	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	0.019243478775024414	interconnected	yeast	yeast	yeast	0.0015432098765432098
772	yeast_gpl2529	yeast_gpl2529	1.059318844619592	dummy	yeast_sisima#ap1	yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
781	yeast_gpl2529	yeast_gpl2529	0.0	dummy	yeast_sisima#ap2	yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
790	yeast_gpl2529	yeast_gpl2529	1.0719420412979888	dummy	yeast_sisima#ap3	yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
799	yeast_gpl2529	yeast_gpl2529	0.9996807027912518	dummy	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
808	yeast_gpl2529	yeast_gpl2529	1.0150260050352002	dummy	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
817	yeast_gpl2529	yeast_gpl2529	1.089311527594982	dummy	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
827	yeast_gpl2529	yeast_gpl2529	0.8165424235722737	dummy	yeast_sisima#minimal	yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	0.0030515193939208984	minimal	yeast	yeast	yeast	0.013888888888888888
836	yeast_gpl2529	yeast_gpl2529	0.9967184304393992	dummy	yeast_sisima#strict	yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	0.0030515193939208984	strict	yeast	yeast	yeast	0.013888888888888888
845	yeast_gpl2529	yeast_gpl2529	0.9249765540757272	dummy	yeast_sisima#tc1	yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
854	yeast_gpl2529	yeast_gpl2529	0.6204687603395972	dummy	yeast_sisima#tc2	yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
863	yeast_gpl2529	yeast_gpl2529	0.9188120601065932	dummy	yeast_sisima#tc3	yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	0.0030515193939208984	interconnected	yeast	yeast	yeast	0.0015432098765432098
864	ecoli_colombos	ecoli_colombos	5.440414439287517	agglom	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	2.2886264324188232	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
873	ecoli_colombos	ecoli_colombos	5.440276005163593	agglom	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	2.0842046737670903	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
882	ecoli_colombos	ecoli_colombos	5.529733726093321	agglom	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	2.2886264324188232	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
891	ecoli_colombos	ecoli_colombos	6.409025889099548	agglom	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	2.0842046737670903	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
