Source Node	Interaction	Target Node	Source ID	Source Alias	Source type	Source querynode	Target ID	Target Alias	Target type	Target querynode	Citation	cx edge id	cx source node id	cx target node id
ALB	involved-in	Metabolism of lipids and lipoproteins	ncbigene:213		gene	true	REACT:R-HSA-556833		pathway			4787	1273	23
ALB	involved-in	Platelet activation, signaling and aggregation	ncbigene:213		gene	true	REACT:R-HSA-76002		pathway			4788	1273	5
ALB	involved-in	Platelet degranulation	ncbigene:213		gene	true	REACT:R-HSA-114608		pathway			4789	1273	6
ALB	involved-in	Response to elevated platelet cytosolic Ca2+	ncbigene:213		gene	true	REACT:R-HSA-76005		pathway			4791	1273	7
ALB	involved-in	Scavenging of heme from plasma	ncbigene:213		gene	true	REACT:R-HSA-2168880		pathway			4792	1273	1277
ALB	involved-in	SLC-mediated transmembrane transport	ncbigene:213		gene	true	REACT:R-HSA-425407		pathway			4793	1273	78
ALB	involved-in	Thyroid hormone synthesis	ncbigene:213		gene	true	KEGG:hsa04918		pathway			4795	1273	829
ALB	involved-in	Transmembrane transport of small molecules	ncbigene:213		gene	true	REACT:R-HSA-382551		pathway			4796	1273	86
ALB	involved-in	Vesicle-mediated transport	ncbigene:213		gene	true	REACT:R-HSA-5653656		pathway			4799	1273	122
ALS2	involved-in	Amyotrophic lateral sclerosis (ALS)	ncbigene:57679		gene	true	KEGG:hsa05014		pathway			5291	1375	1376
ALS2	involved-in	Membrane Trafficking	ncbigene:57679		gene	true	REACT:R-HSA-199991		pathway			5292	1375	121
ALS2	involved-in	Vesicle-mediated transport	ncbigene:57679		gene	true	REACT:R-HSA-5653656		pathway			5294	1375	122
AMER1	involved-in	APC truncation mutants have impaired AXIN binding	ncbigene:139285		gene		REACT:R-HSA-5467337		pathway	true		5359	1397	1399
AMER1	involved-in	Degradation of beta-catenin by the destruction complex	ncbigene:139285		gene		REACT:R-HSA-195253		pathway			5363	1397	946
AMER1	involved-in	Disease	ncbigene:139285		gene		REACT:R-HSA-1643685		pathway			5365	1397	45
AMER1	involved-in	Diseases of signal transduction	ncbigene:139285		gene		REACT:R-HSA-5663202		pathway			5366	1397	701
AMER1	involved-in	Signaling by Wnt	ncbigene:139285		gene		REACT:R-HSA-195721		pathway			5372	1397	948
AMER1	involved-in	Signal Transduction	ncbigene:139285		gene		REACT:R-HSA-162582		pathway			5374	1397	26
AMER1	involved-in	TCF dependent signaling in response to WNT	ncbigene:139285		gene		REACT:R-HSA-201681		pathway			5376	1397	1248
AMER1	involved-in	truncated APC mutants destabilize the destruction complex	ncbigene:139285		gene		REACT:R-HSA-4839744		pathway	true		5377	1397	1411
AOX1	involved-in	Drug metabolism - cytochrome P450	ncbigene:316		gene	true	KEGG:hsa00982		pathway			6092	1537	874
AOX1	involved-in	Metabolic pathways	ncbigene:316		gene	true	KEGG:hsa01100		pathway			6094	1537	32
AOX1	involved-in	Metabolism	ncbigene:316		gene	true	REACT:R-HSA-1430728		pathway			6095	1537	22
AOX1	involved-in	Metabolism of vitamins and cofactors	ncbigene:316		gene	true	REACT:R-HSA-196854		pathway			6096	1537	135
AOX1	involved-in	Metabolism of water-soluble vitamins and cofactors	ncbigene:316		gene	true	REACT:R-HSA-196849		pathway			6097	1537	136
AOX1	involved-in	Tryptophan metabolism	ncbigene:316		gene	true	KEGG:hsa00380		pathway			6100	1537	117
AOX1	involved-in	Tyrosine metabolism	ncbigene:316		gene	true	KEGG:hsa00350		pathway			6101	1537	879
APC	involved-in	APC truncation mutants are not K63 polyubiquitinated	ncbigene:324		gene	true	REACT:R-HSA-5467333		pathway	true		6634	1612	1613
APC	involved-in	APC truncation mutants have impaired AXIN binding	ncbigene:324		gene	true	REACT:R-HSA-5467337		pathway	true		6635	1612	1399
APC	involved-in	Apoptosis	ncbigene:324		gene	true	REACT:R-HSA-109581		pathway			6636	1612	449
APC	involved-in	Apoptotic cleavage of cellular proteins	ncbigene:324		gene	true	REACT:R-HSA-111465		pathway			6637	1612	450
APC	involved-in	Apoptotic execution  phase	ncbigene:324		gene	true	REACT:R-HSA-75153		pathway			6638	1612	451
APC	involved-in	Degradation of beta-catenin by the destruction complex	ncbigene:324		gene	true	REACT:R-HSA-195253		pathway			6646	1612	946
APC	involved-in	Deubiquitination	ncbigene:324		gene	true	REACT:R-HSA-5688426		pathway			6647	1612	321
APC	involved-in	Disease	ncbigene:324		gene	true	REACT:R-HSA-1643685		pathway			6649	1612	45
APC	involved-in	Diseases of signal transduction	ncbigene:324		gene	true	REACT:R-HSA-5663202		pathway			6650	1612	701
APC	involved-in	Hippo signaling pathway	ncbigene:324		gene	true	KEGG:hsa04390		pathway			6652	1612	562
APC	involved-in	Metabolism of proteins	ncbigene:324		gene	true	REACT:R-HSA-392499		pathway			6654	1612	34
APC	involved-in	MicroRNAs in cancer	ncbigene:324		gene	true	KEGG:hsa05206		pathway			6655	1612	182
APC	involved-in	Pathways in cancer	ncbigene:324		gene	true	KEGG:hsa05200		pathway			6658	1612	303
APC	involved-in	Post-translational protein modification	ncbigene:324		gene	true	REACT:R-HSA-597592		pathway			6660	1612	37
APC	involved-in	Programmed Cell Death	ncbigene:324		gene	true	REACT:R-HSA-5357801		pathway			6661	1612	454
APC	involved-in	Regulation of actin cytoskeleton	ncbigene:324		gene	true	KEGG:hsa04810		pathway			6662	1612	285
APC	involved-in	Signaling by Wnt	ncbigene:324		gene	true	REACT:R-HSA-195721		pathway			6666	1612	948
APC	involved-in	Signal Transduction	ncbigene:324		gene	true	REACT:R-HSA-162582		pathway			6669	1612	26
APC	involved-in	TCF dependent signaling in response to WNT	ncbigene:324		gene	true	REACT:R-HSA-201681		pathway			6671	1612	1248
APC	involved-in	truncated APC mutants destabilize the destruction complex	ncbigene:324		gene	true	REACT:R-HSA-4839744		pathway	true		6672	1612	1411
APOE	involved-in	Binding and Uptake of Ligands by Scavenger Receptors	ncbigene:348		gene	true	REACT:R-HSA-2173782		pathway			6979	1674	1274
APOE	involved-in	Gene Expression	ncbigene:348		gene	true	REACT:R-HSA-74160		pathway			6981	1674	10
APOE	involved-in	Generic Transcription Pathway	ncbigene:348		gene	true	REACT:R-HSA-212436		pathway			6982	1674	1013
APOE	involved-in	HDL-mediated lipid transport	ncbigene:348		gene	true	REACT:R-HSA-194223		pathway			6983	1674	18
APOE	involved-in	Lipid digestion, mobilization, and transport	ncbigene:348		gene	true	REACT:R-HSA-73923		pathway			6984	1674	20
APOE	involved-in	Lipoprotein metabolism	ncbigene:348		gene	true	REACT:R-HSA-174824		pathway			6985	1674	21
APOE	involved-in	Metabolism	ncbigene:348		gene	true	REACT:R-HSA-1430728		pathway			6986	1674	22
APOE	involved-in	Metabolism of lipids and lipoproteins	ncbigene:348		gene	true	REACT:R-HSA-556833		pathway			6988	1674	23
APOE	involved-in	Metabolism of vitamins and cofactors	ncbigene:348		gene	true	REACT:R-HSA-196854		pathway			6989	1674	135
APOE	involved-in	Scavenging by Class A Receptors	ncbigene:348		gene	true	REACT:R-HSA-3000480		pathway			6991	1674	1644
APOE	involved-in	Signal Transduction	ncbigene:348		gene	true	REACT:R-HSA-162582		pathway			6992	1674	26
APOE	involved-in	Vesicle-mediated transport	ncbigene:348		gene	true	REACT:R-HSA-5653656		pathway			6994	1674	122
AXIN1	involved-in	APC truncation mutants have impaired AXIN binding	ncbigene:8312		gene		REACT:R-HSA-5467337		pathway	true		10406	2172	1399
AXIN1	involved-in	Degradation of beta-catenin by the destruction complex	ncbigene:8312		gene		REACT:R-HSA-195253		pathway			10414	2172	946
AXIN1	involved-in	Deubiquitination	ncbigene:8312		gene		REACT:R-HSA-5688426		pathway			10415	2172	321
AXIN1	involved-in	Disease	ncbigene:8312		gene		REACT:R-HSA-1643685		pathway			10417	2172	45
AXIN1	involved-in	Diseases of signal transduction	ncbigene:8312		gene		REACT:R-HSA-5663202		pathway			10418	2172	701
AXIN1	involved-in	Hippo signaling pathway	ncbigene:8312		gene		KEGG:hsa04390		pathway			10420	2172	562
AXIN1	involved-in	Metabolism of proteins	ncbigene:8312		gene		REACT:R-HSA-392499		pathway			10421	2172	34
AXIN1	involved-in	Pathways in cancer	ncbigene:8312		gene		KEGG:hsa05200		pathway			10423	2172	303
AXIN1	involved-in	Post-translational protein modification	ncbigene:8312		gene		REACT:R-HSA-597592		pathway			10425	2172	37
AXIN1	involved-in	Signaling by Wnt	ncbigene:8312		gene		REACT:R-HSA-195721		pathway			10429	2172	948
AXIN1	involved-in	Signal Transduction	ncbigene:8312		gene		REACT:R-HSA-162582		pathway			10432	2172	26
AXIN1	involved-in	TCF dependent signaling in response to WNT	ncbigene:8312		gene		REACT:R-HSA-201681		pathway			10434	2172	1248
AXIN1	involved-in	truncated APC mutants destabilize the destruction complex	ncbigene:8312		gene		REACT:R-HSA-4839744		pathway	true		10435	2172	1411
B2M	involved-in	Adaptive Immune System	ncbigene:567		gene	true	REACT:R-HSA-1280218		pathway			10478	2183	647
B2M	involved-in	Antigen processing and presentation	ncbigene:567		gene	true	KEGG:hsa04612		pathway			10481	2183	2185
B2M	involved-in	Antigen processing-Cross presentation	ncbigene:567		gene	true	REACT:R-HSA-1236975		pathway			10482	2183	2186
B2M	involved-in	Class I MHC mediated antigen processing & presentation	ncbigene:567		gene	true	REACT:R-HSA-983169		pathway			10483	2183	1453
B2M	involved-in	Cytokine Signaling in Immune system	ncbigene:567		gene	true	REACT:R-HSA-1280215		pathway			10484	2183	44
B2M	involved-in	DAP12 interactions	ncbigene:567		gene	true	REACT:R-HSA-2172127		pathway			10485	2183	604
B2M	involved-in	DAP12 signaling	ncbigene:567		gene	true	REACT:R-HSA-2424491		pathway			10486	2183	605
B2M	involved-in	Disease	ncbigene:567		gene	true	REACT:R-HSA-1643685		pathway			10487	2183	45
B2M	involved-in	ER-Phagosome pathway	ncbigene:567		gene	true	REACT:R-HSA-1236974		pathway			10489	2183	2188
B2M	involved-in	HIV Infection	ncbigene:567		gene	true	REACT:R-HSA-162906		pathway			10490	2183	50
B2M	involved-in	Host Interactions of HIV factors	ncbigene:567		gene	true	REACT:R-HSA-162909		pathway			10491	2183	52
B2M	involved-in	Immune System	ncbigene:567		gene	true	REACT:R-HSA-168256		pathway			10492	2183	2
B2M	involved-in	Infectious disease	ncbigene:567		gene	true	REACT:R-HSA-5663205		pathway			10494	2183	54
B2M	involved-in	Innate Immune System	ncbigene:567		gene	true	REACT:R-HSA-168249		pathway			10495	2183	3
B2M	involved-in	Metabolism of proteins	ncbigene:567		gene	true	REACT:R-HSA-392499		pathway			10498	2183	34
B2M	involved-in	Neutrophil degranulation	ncbigene:567		gene	true	REACT:R-HSA-6798695		pathway			10501	2183	4
CAT	involved-in	Amyotrophic lateral sclerosis (ALS)	ncbigene:847		gene	true	KEGG:hsa05014		pathway			15323	2787	1376
CAT	involved-in	Carbon metabolism	ncbigene:847		gene	true	KEGG:hsa01200		pathway			15324	2787	377
CAT	involved-in	Cellular responses to stress	ncbigene:847		gene	true	REACT:R-HSA-2262752		pathway			15325	2787	42
CAT	involved-in	Detoxification of Reactive Oxygen Species	ncbigene:847		gene	true	REACT:R-HSA-3299685		pathway			15326	2787	1706
CAT	involved-in	FoxO signaling pathway	ncbigene:847		gene	true	KEGG:hsa04068		pathway			15327	2787	965
CAT	involved-in	Immune System	ncbigene:847		gene	true	REACT:R-HSA-168256		pathway			15329	2787	2
CAT	involved-in	Innate Immune System	ncbigene:847		gene	true	REACT:R-HSA-168249		pathway			15330	2787	3
CAT	involved-in	Longevity regulating pathway	ncbigene:847		gene	true	KEGG:hsa04211		pathway			15331	2787	813
CAT	involved-in	Longevity regulating pathway - multiple species	ncbigene:847		gene	true	KEGG:hsa04213		pathway			15332	2787	814
CAT	involved-in	Metabolism	ncbigene:847		gene	true	REACT:R-HSA-1430728		pathway			15333	2787	22
CAT	involved-in	Metabolism of nucleotides	ncbigene:847		gene	true	REACT:R-HSA-15869		pathway			15334	2787	686
CAT	involved-in	Neutrophil degranulation	ncbigene:847		gene	true	REACT:R-HSA-6798695		pathway			15335	2787	4
CAT	involved-in	Peroxisome	ncbigene:847		gene	true	KEGG:hsa04146		pathway			15336	2787	239
CAT	involved-in	Purine catabolism	ncbigene:847		gene	true	REACT:R-HSA-74259		pathway			15337	2787	2788
CAT	involved-in	Purine metabolism	ncbigene:847		gene	true	REACT:R-HSA-73847		pathway			15338	2787	688
CAT	involved-in	Tryptophan metabolism	ncbigene:847		gene	true	KEGG:hsa00380		pathway			15339	2787	117
CCL5	involved-in	Chagas disease (American trypanosomiasis)	ncbigene:6352		gene	true	KEGG:hsa05142		pathway			15854	2879	429
CCL5	involved-in	Chemokine signaling pathway	ncbigene:6352		gene	true	KEGG:hsa04062		pathway			15856	2879	794
CCL5	involved-in	Cytokine Signaling in Immune system	ncbigene:6352		gene	true	REACT:R-HSA-1280215		pathway			15859	2879	44
CCL5	involved-in	Immune System	ncbigene:6352		gene	true	REACT:R-HSA-168256		pathway			15866	2879	2
CCL5	involved-in	Influenza A	ncbigene:6352		gene	true	KEGG:hsa05164		pathway			15867	2879	563
CCL5	involved-in	Interleukin-10 signaling	ncbigene:6352		gene	true	REACT:R-HSA-6783783		pathway			15868	2879	2862
CCL5	involved-in	NOD-like receptor signaling pathway	ncbigene:6352		gene	true	KEGG:hsa04621		pathway			15869	2879	1108
CCL5	involved-in	Prion diseases	ncbigene:6352		gene	true	KEGG:hsa05020		pathway			15871	2879	2278
CCL5	involved-in	Signaling by GPCR	ncbigene:6352		gene	true	REACT:R-HSA-372790		pathway			15873	2879	261
CCL5	involved-in	Signaling by Interleukins	ncbigene:6352		gene	true	REACT:R-HSA-449147		pathway			15874	2879	631
CCL5	involved-in	Signal Transduction	ncbigene:6352		gene	true	REACT:R-HSA-162582		pathway			15875	2879	26
CCL5	involved-in	TNF signaling pathway	ncbigene:6352		gene	true	KEGG:hsa04668		pathway			15876	2879	1250
CCS	involved-in	Amyotrophic lateral sclerosis (ALS)	ncbigene:9973		gene	true	KEGG:hsa05014		pathway			16623	2979	1376
CCS	involved-in	Cellular responses to stress	ncbigene:9973		gene	true	REACT:R-HSA-2262752		pathway			16624	2979	42
CCS	involved-in	Detoxification of Reactive Oxygen Species	ncbigene:9973		gene	true	REACT:R-HSA-3299685		pathway			16625	2979	1706
CSNK1A1	involved-in	APC truncation mutants have impaired AXIN binding	ncbigene:1452		gene		REACT:R-HSA-5467337		pathway	true		24227	3853	1399
CSNK1A1	involved-in	Degradation of beta-catenin by the destruction complex	ncbigene:1452		gene		REACT:R-HSA-195253		pathway			24232	3853	946
CSNK1A1	involved-in	Disease	ncbigene:1452		gene		REACT:R-HSA-1643685		pathway			24235	3853	45
CSNK1A1	involved-in	Diseases of signal transduction	ncbigene:1452		gene		REACT:R-HSA-5663202		pathway			24236	3853	701
CSNK1A1	involved-in	Hedgehog 'off' state	ncbigene:1452		gene		REACT:R-HSA-5610787		pathway			24238	3853	809
CSNK1A1	involved-in	Signaling by Hedgehog	ncbigene:1452		gene		REACT:R-HSA-5358351		pathway			24246	3853	729
CSNK1A1	involved-in	Signaling by Wnt	ncbigene:1452		gene		REACT:R-HSA-195721		pathway			24247	3853	948
CSNK1A1	involved-in	Signal Transduction	ncbigene:1452		gene		REACT:R-HSA-162582		pathway			24249	3853	26
CSNK1A1	involved-in	TCF dependent signaling in response to WNT	ncbigene:1452		gene		REACT:R-HSA-201681		pathway			24251	3853	1248
CSNK1A1	involved-in	truncated APC mutants destabilize the destruction complex	ncbigene:1452		gene		REACT:R-HSA-4839744		pathway	true		24252	3853	1411
CTSB	involved-in	Adaptive Immune System	ncbigene:1508		gene	true	REACT:R-HSA-1280218		pathway			24834	3908	647
CTSB	involved-in	Antigen processing and presentation	ncbigene:1508		gene	true	KEGG:hsa04612		pathway			24835	3908	2185
CTSB	involved-in	Apoptosis	ncbigene:1508		gene	true	REACT:R-HSA-109581		pathway			24836	3908	449
CTSB	involved-in	Immune System	ncbigene:1508		gene	true	REACT:R-HSA-168256		pathway			24843	3908	2
CTSB	involved-in	Innate Immune System	ncbigene:1508		gene	true	REACT:R-HSA-168249		pathway			24844	3908	3
CTSB	involved-in	MHC class II antigen presentation	ncbigene:1508		gene	true	REACT:R-HSA-2132295		pathway			24846	3908	655
CTSB	involved-in	Neutrophil degranulation	ncbigene:1508		gene	true	REACT:R-HSA-6798695		pathway			24847	3908	4
CTSB	involved-in	NOD-like receptor signaling pathway	ncbigene:1508		gene	true	KEGG:hsa04621		pathway			24848	3908	1108
CTSB	involved-in	Toll-Like Receptors Cascades	ncbigene:1508		gene	true	REACT:R-HSA-168898		pathway			24850	3908	987
CYBA	involved-in	Adaptive Immune System	ncbigene:1535		gene	true	REACT:R-HSA-1280218		pathway			25671	3987	647
CYBA	involved-in	Antigen processing-Cross presentation	ncbigene:1535		gene	true	REACT:R-HSA-1236975		pathway			25672	3987	2186
CYBA	involved-in	Cellular responses to stress	ncbigene:1535		gene	true	REACT:R-HSA-2262752		pathway			25673	3987	42
CYBA	involved-in	Class I MHC mediated antigen processing & presentation	ncbigene:1535		gene	true	REACT:R-HSA-983169		pathway			25674	3987	1453
CYBA	involved-in	Cross-presentation of particulate exogenous antigens (phagosomes)	ncbigene:1535		gene	true	REACT:R-HSA-1236973		pathway			25675	3987	3058
CYBA	involved-in	Detoxification of Reactive Oxygen Species	ncbigene:1535		gene	true	REACT:R-HSA-3299685		pathway			25676	3987	1706
CYBA	involved-in	Fluid shear stress and atherosclerosis	ncbigene:1535		gene	true	KEGG:hsa05418		pathway			25677	3987	556
CYBA	involved-in	Immune System	ncbigene:1535		gene	true	REACT:R-HSA-168256		pathway			25678	3987	2
CYBA	involved-in	Innate Immune System	ncbigene:1535		gene	true	REACT:R-HSA-168249		pathway			25679	3987	3
CYBA	involved-in	Leishmaniasis	ncbigene:1535		gene	true	KEGG:hsa05140		pathway			25680	3987	2578
CYBA	involved-in	Leukocyte transendothelial migration	ncbigene:1535		gene	true	KEGG:hsa04670		pathway			25681	3987	564
CYBA	involved-in	Neutrophil degranulation	ncbigene:1535		gene	true	REACT:R-HSA-6798695		pathway			25682	3987	4
CYBA	involved-in	NOD-like receptor signaling pathway	ncbigene:1535		gene	true	KEGG:hsa04621		pathway			25683	3987	1108
CYBA	involved-in	Osteoclast differentiation	ncbigene:1535		gene	true	KEGG:hsa04380		pathway			25684	3987	500
CYBA	involved-in	Phagosome	ncbigene:1535		gene	true	KEGG:hsa04145		pathway			25685	3987	567
CYBA	involved-in	RHO GTPase Effectors	ncbigene:1535		gene	true	REACT:R-HSA-195258		pathway			25686	3987	280
CYBA	involved-in	RHO GTPases Activate NADPH Oxidases	ncbigene:1535		gene	true	REACT:R-HSA-5668599		pathway			25687	3987	3988
CYBA	involved-in	ROS, RNS production in phagocytes	ncbigene:1535		gene	true	REACT:R-HSA-1222556		pathway			25688	3987	2108
CYBA	involved-in	Signaling by Rho GTPases	ncbigene:1535		gene	true	REACT:R-HSA-194315		pathway			25689	3987	25
CYBA	involved-in	Signaling by VEGF	ncbigene:1535		gene	true	REACT:R-HSA-194138		pathway			25690	3987	282
CYBA	involved-in	Signal Transduction	ncbigene:1535		gene	true	REACT:R-HSA-162582		pathway			25691	3987	26
CYBA	involved-in	VEGFA-VEGFR2 Pathway	ncbigene:1535		gene	true	REACT:R-HSA-4420097		pathway			25692	3987	283
CYGB	involved-in	eNOS activation and regulation	ncbigene:114757		gene	true	REACT:R-HSA-203765		pathway			25803	3998	1200
CYGB	involved-in	Metabolism	ncbigene:114757		gene	true	REACT:R-HSA-1430728		pathway			25804	3998	22
CYGB	involved-in	Metabolism of nitric oxide	ncbigene:114757		gene	true	REACT:R-HSA-202131		pathway			25805	3998	1218
DHCR24	involved-in	Metabolic pathways	ncbigene:1718		gene	true	KEGG:hsa01100		pathway			27866	4289	32
DHCR24	involved-in	Metabolism	ncbigene:1718		gene	true	REACT:R-HSA-1430728		pathway			27867	4289	22
DHCR24	involved-in	Metabolism of lipids and lipoproteins	ncbigene:1718		gene	true	REACT:R-HSA-556833		pathway			27868	4289	23
DNM2	involved-in	Adaptive Immune System	ncbigene:1785		gene	true	REACT:R-HSA-1280218		pathway			28630	4432	647
DNM2	involved-in	Axon guidance	ncbigene:1785		gene	true	REACT:R-HSA-422475		pathway			28631	4432	287
DNM2	involved-in	Bacterial invasion of epithelial cells	ncbigene:1785		gene	true	KEGG:hsa05100		pathway			28632	4432	545
DNM2	involved-in	Clathrin derived vesicle budding	ncbigene:1785		gene	true	REACT:R-HSA-421837		pathway			28633	4432	412
DNM2	involved-in	Developmental Biology	ncbigene:1785		gene	true	REACT:R-HSA-1266738		pathway			28635	4432	291
DNM2	involved-in	Endocytosis	ncbigene:1785		gene	true	KEGG:hsa04144		pathway			28637	4432	400
DNM2	involved-in	eNOS activation and regulation	ncbigene:1785		gene	true	REACT:R-HSA-203765		pathway			28638	4432	1200
DNM2	involved-in	Fc gamma R-mediated phagocytosis	ncbigene:1785		gene	true	KEGG:hsa04666		pathway			28639	4432	1202
DNM2	involved-in	Golgi Associated Vesicle Biogenesis	ncbigene:1785		gene	true	REACT:R-HSA-432722		pathway			28644	4432	413
DNM2	involved-in	Immune System	ncbigene:1785		gene	true	REACT:R-HSA-168256		pathway			28645	4432	2
DNM2	involved-in	Innate Immune System	ncbigene:1785		gene	true	REACT:R-HSA-168249		pathway			28646	4432	3
DNM2	involved-in	Membrane Trafficking	ncbigene:1785		gene	true	REACT:R-HSA-199991		pathway			28649	4432	121
DNM2	involved-in	Metabolism	ncbigene:1785		gene	true	REACT:R-HSA-1430728		pathway			28650	4432	22
DNM2	involved-in	Metabolism of nitric oxide	ncbigene:1785		gene	true	REACT:R-HSA-202131		pathway			28651	4432	1218
DNM2	involved-in	MHC class II antigen presentation	ncbigene:1785		gene	true	REACT:R-HSA-2132295		pathway			28652	4432	655
DNM2	involved-in	NGF signalling via TRKA from the plasma membrane	ncbigene:1785		gene	true	REACT:R-HSA-187037		pathway			28653	4432	622
DNM2	involved-in	Signalling by NGF	ncbigene:1785		gene	true	REACT:R-HSA-166520		pathway			28658	4432	144
DNM2	involved-in	Signal Transduction	ncbigene:1785		gene	true	REACT:R-HSA-162582		pathway			28659	4432	26
DNM2	involved-in	Toll-Like Receptors Cascades	ncbigene:1785		gene	true	REACT:R-HSA-168898		pathway			28662	4432	987
DNM2	involved-in	trans-Golgi Network Vesicle Budding	ncbigene:1785		gene	true	REACT:R-HSA-199992		pathway			28663	4432	414
DNM2	involved-in	Vesicle-mediated transport	ncbigene:1785		gene	true	REACT:R-HSA-5653656		pathway			28664	4432	122
DUOX1	involved-in	Amine-derived hormones	ncbigene:53905		gene	true	REACT:R-HSA-209776		pathway			29176	4524	124
DUOX1	involved-in	Metabolism	ncbigene:53905		gene	true	REACT:R-HSA-1430728		pathway			29177	4524	22
DUOX1	involved-in	Metabolism of amino acids and derivatives	ncbigene:53905		gene	true	REACT:R-HSA-71291		pathway			29178	4524	115
DUOX1	involved-in	Thyroxine biosynthesis	ncbigene:53905		gene	true	REACT:R-HSA-209968		pathway			29179	4524	3308
DUOX2	involved-in	Amine-derived hormones	ncbigene:50506		gene	true	REACT:R-HSA-209776		pathway			29180	4525	124
DUOX2	involved-in	Metabolism	ncbigene:50506		gene	true	REACT:R-HSA-1430728		pathway			29181	4525	22
